name,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message,"DTLB-misses","ITLB-misses","L1D-misses","L1I-misses","LLC-misses","avg_size","bits","branch-misses","cycles","duration","failures","fpr","instructions","retries","size","task-clock"
"Xor_Nonpart_Scalar_5/MTCount/420/10/1/10000/100000000/10/iterations:5/manual_time",5,44.6925,0.320482,ms,,,,,,-1,-1,-1,-1,-1,26304,21.0432,-1,-1,44.6925,0,0.0312804,-1,0,26304,-1
"Xor_Nonpart_Scalar_5/MTCount/440/10/1/10000/100000000/10/iterations:5/manual_time",5,45.0066,0.302008,ms,,,,,,-1,-1,-1,-1,-1,27520,22.016,-1,-1,45.0066,0,0.0312514,-1,0,27520,-1
"Xor_Nonpart_Scalar_5/MTCount/460/10/1/10000/100000000/10/iterations:5/manual_time",5,44.7846,0.3538,ms,,,,,,-1,-1,-1,-1,-1,28800,23.04,-1,-1,44.7846,0,0.0312584,-1,0,28800,-1
"Xor_Nonpart_Scalar_5/MTCount/480/10/1/10000/100000000/10/iterations:5/manual_time",5,45.8657,0.317576,ms,,,,,,-1,-1,-1,-1,-1,30016,24.0128,-1,-1,45.8657,0,0.0312388,-1,0,30016,-1
"Xor_Nonpart_Scalar_5/MTCount/500/10/1/10000/100000000/10/iterations:5/manual_time",5,44.9335,0.340734,ms,,,,,,-1,-1,-1,-1,-1,31296,25.0368,-1,-1,44.9335,0,0.0312586,-1,0,31296,-1
"Xor_Nonpart_Scalar_5/MTCount/520/10/1/10000/100000000/10/iterations:5/manual_time",5,45.3632,0.313682,ms,,,,,,-1,-1,-1,-1,-1,32512,26.0096,-1,-1,45.3632,0,0.0312826,-1,0,32512,-1
"Xor_Nonpart_Scalar_6/MTCount/133/10/1/10000/100000000/10/iterations:5/manual_time",5,45.6245,0.349276,ms,,,,,,-1,-1,-1,-1,-1,9984,7.9872,-1,-1,45.6245,0,0.015634,-1,0,9984,-1
"Xor_Nonpart_Scalar_6/MTCount/150/10/1/10000/100000000/10/iterations:5/manual_time",5,45.5604,0.263328,ms,,,,,,-1,-1,-1,-1,-1,11264,9.0112,-1,-1,45.5604,0,0.0156159,-1,0,11264,-1
"Xor_Nonpart_Scalar_6/MTCount/166/10/1/10000/100000000/10/iterations:5/manual_time",5,45.8768,0.316646,ms,,,,,,-1,-1,-1,-1,-1,12480,9.984,-1,-1,45.8768,0,0.0156061,-1,0,12480,-1
"Xor_Nonpart_Scalar_6/MTCount/183/10/1/10000/100000000/10/iterations:5/manual_time",5,45.699,0.312126,ms,,,,,,-1,-1,-1,-1,-1,13760,11.008,-1,-1,45.699,0,0.0156305,-1,0,13760,-1
"Xor_Nonpart_Scalar_6/MTCount/200/10/1/10000/100000000/10/iterations:5/manual_time",5,46.7788,0.356254,ms,,,,,,-1,-1,-1,-1,-1,15040,12.032,-1,-1,46.7788,0,0.0156336,-1,0,15040,-1
"Xor_Nonpart_Scalar_6/MTCount/216/10/1/10000/100000000/10/iterations:5/manual_time",5,45.6531,0.333906,ms,,,,,,-1,-1,-1,-1,-1,16256,13.0048,-1,-1,45.6531,0,0.0156236,-1,0,16256,-1
"Xor_Nonpart_Scalar_6/MTCount/233/10/1/10000/100000000/10/iterations:5/manual_time",5,46.5816,0.35765,ms,,,,,,-1,-1,-1,-1,-1,17536,14.0288,-1,-1,46.5816,0,0.0156341,-1,0,17536,-1
"Xor_Nonpart_Scalar_6/MTCount/250/10/1/10000/100000000/10/iterations:5/manual_time",5,45.6824,0.32106,ms,,,,,,-1,-1,-1,-1,-1,18816,15.0528,-1,-1,45.6824,0,0.0156361,-1,0,18816,-1
"Xor_Nonpart_Scalar_6/MTCount/266/10/1/10000/100000000/10/iterations:5/manual_time",5,45.7118,0.351146,ms,,,,,,-1,-1,-1,-1,-1,19968,15.9744,-1,-1,45.7118,0,0.0156177,-1,0,19968,-1
"Xor_Nonpart_Scalar_6/MTCount/283/10/1/10000/100000000/10/iterations:5/manual_time",5,46.4328,0.33679,ms,,,,,,-1,-1,-1,-1,-1,21248,16.9984,-1,-1,46.4328,0,0.0156348,-1,0,21248,-1
"Xor_Nonpart_Scalar_6/MTCount/300/10/1/10000/100000000/10/iterations:5/manual_time",5,45.7513,0.35877,ms,,,,,,-1,-1,-1,-1,-1,22528,18.0224,-1,-1,45.7513,0,0.0156411,-1,0,22528,-1
"Xor_Nonpart_Scalar_6/MTCount/316/10/1/10000/100000000/10/iterations:5/manual_time",5,46.6209,0.33069,ms,,,,,,-1,-1,-1,-1,-1,23744,18.9952,-1,-1,46.6209,0,0.0156491,-1,0,23744,-1
"Xor_Nonpart_Scalar_6/MTCount/333/10/1/10000/100000000/10/iterations:5/manual_time",5,45.8677,0.358024,ms,,,,,,-1,-1,-1,-1,-1,25024,20.0192,-1,-1,45.8677,0,0.0156227,-1,0,25024,-1
"Xor_Nonpart_Scalar_6/MTCount/350/10/1/10000/100000000/10/iterations:5/manual_time",5,46.6714,0.32144,ms,,,,,,-1,-1,-1,-1,-1,26304,21.0432,-1,-1,46.6714,0,0.0156423,-1,0,26304,-1
"Xor_Nonpart_Scalar_6/MTCount/366/10/1/10000/100000000/10/iterations:5/manual_time",5,46.1145,0.34732,ms,,,,,,-1,-1,-1,-1,-1,27456,21.9648,-1,-1,46.1145,0,0.0156442,-1,0,27456,-1
"Xor_Nonpart_Scalar_6/MTCount/383/10/1/10000/100000000/10/iterations:5/manual_time",5,46.6446,0.328052,ms,,,,,,-1,-1,-1,-1,-1,28736,22.9888,-1,-1,46.6446,0,0.015616,-1,0,28736,-1
"Xor_Nonpart_Scalar_6/MTCount/400/10/1/10000/100000000/10/iterations:5/manual_time",5,47.6481,0.339864,ms,,,,,,-1,-1,-1,-1,-1,30016,24.0128,-1,-1,47.6481,0,0.0156313,-1,0,30016,-1
"Xor_Nonpart_Scalar_6/MTCount/416/10/1/10000/100000000/10/iterations:5/manual_time",5,46.5761,0.321122,ms,,,,,,-1,-1,-1,-1,-1,31232,24.9856,-1,-1,46.5761,0,0.0156476,-1,0,31232,-1
"Xor_Nonpart_Scalar_6/MTCount/433/10/1/10000/100000000/10/iterations:5/manual_time",5,47.5528,0.355932,ms,,,,,,-1,-1,-1,-1,-1,32512,26.0096,-1,-1,47.5528,0,0.0156366,-1,0,32512,-1
"Xor_Nonpart_Scalar_7/MTCount/128/10/1/10000/100000000/10/iterations:5/manual_time",5,49.0009,0.315456,ms,,,,,,-1,-1,-1,-1,-1,11264,9.0112,-1,-1,49.0009,0,0.00780411,-1,0,11264,-1
"Xor_Nonpart_Scalar_7/MTCount/142/10/1/10000/100000000/10/iterations:5/manual_time",5,49.6009,0.339528,ms,,,,,,-1,-1,-1,-1,-1,12480,9.984,-1,-1,49.6009,0,0.00780987,-1,0,12480,-1
"Xor_Nonpart_Scalar_7/MTCount/157/10/1/10000/100000000/10/iterations:5/manual_time",5,49.1329,0.324084,ms,,,,,,-1,-1,-1,-1,-1,13760,11.008,-1,-1,49.1329,0,0.00781828,-1,0,13760,-1
"Xor_Nonpart_Scalar_7/MTCount/171/10/1/10000/100000000/10/iterations:5/manual_time",5,49.0941,0.359418,ms,,,,,,-1,-1,-1,-1,-1,14976,11.9808,-1,-1,49.0941,0,0.00783337,-1,0,14976,-1
"Xor_Nonpart_Scalar_7/MTCount/185/10/1/10000/100000000/10/iterations:5/manual_time",5,49.6075,0.317722,ms,,,,,,-1,-1,-1,-1,-1,16256,13.0048,-1,-1,49.6075,0,0.00780257,-1,0,16256,-1
"Xor_Nonpart_Scalar_7/MTCount/200/10/1/10000/100000000/10/iterations:5/manual_time",5,49.2764,0.341772,ms,,,,,,-1,-1,-1,-1,-1,17536,14.0288,-1,-1,49.2764,0,0.00781093,-1,0,17536,-1
"Xor_Nonpart_Scalar_7/MTCount/214/10/1/10000/100000000/10/iterations:5/manual_time",5,49.0067,0.323524,ms,,,,,,-1,-1,-1,-1,-1,18752,15.0016,-1,-1,49.0067,0,0.0078098,-1,0,18752,-1
"Xor_Nonpart_Scalar_7/MTCount/228/10/1/10000/100000000/10/iterations:5/manual_time",5,48.8935,0.34282,ms,,,,,,-1,-1,-1,-1,-1,19968,15.9744,-1,-1,48.8935,0,0.00780396,-1,0,19968,-1
"Xor_Nonpart_Scalar_7/MTCount/242/10/1/10000/100000000/10/iterations:5/manual_time",5,48.8281,0.327294,ms,,,,,,-1,-1,-1,-1,-1,21184,16.9472,-1,-1,48.8281,0,0.00780593,-1,0,21184,-1
"Xor_Nonpart_Scalar_7/MTCount/257/10/1/10000/100000000/10/iterations:5/manual_time",5,49.0691,0.35075,ms,,,,,,-1,-1,-1,-1,-1,22528,18.0224,-1,-1,49.0691,0,0.00780953,-1,0,22528,-1
"Xor_Nonpart_Scalar_7/MTCount/271/10/1/10000/100000000/10/iterations:5/manual_time",5,48.9272,0.319604,ms,,,,,,-1,-1,-1,-1,-1,23744,18.9952,-1,-1,48.9272,0,0.00781043,-1,0,23744,-1
"Xor_Nonpart_Scalar_7/MTCount/285/10/1/10000/100000000/10/iterations:5/manual_time",5,49.4738,0.339268,ms,,,,,,-1,-1,-1,-1,-1,24960,19.968,-1,-1,49.4738,0,0.00783412,-1,0,24960,-1
"Xor_Nonpart_Scalar_7/MTCount/300/10/1/10000/100000000/10/iterations:5/manual_time",5,50.1173,0.318652,ms,,,,,,-1,-1,-1,-1,-1,26304,21.0432,-1,-1,50.1173,0,0.00781226,-1,0,26304,-1
"Xor_Nonpart_Scalar_7/MTCount/314/10/1/10000/100000000/10/iterations:5/manual_time",5,48.81,0.364056,ms,,,,,,-1,-1,-1,-1,-1,27520,22.016,-1,-1,48.81,0,0.00781754,-1,0,27520,-1
"Xor_Nonpart_Scalar_7/MTCount/328/10/1/10000/100000000/10/iterations:5/manual_time",5,49.2003,0.320938,ms,,,,,,-1,-1,-1,-1,-1,28736,22.9888,-1,-1,49.2003,0,0.00781057,-1,0,28736,-1
"Xor_Nonpart_Scalar_7/MTCount/342/10/1/10000/100000000/10/iterations:5/manual_time",5,48.6715,0.360306,ms,,,,,,-1,-1,-1,-1,-1,29952,23.9616,-1,-1,48.6715,0,0.00781876,-1,0,29952,-1
"Xor_Nonpart_Scalar_7/MTCount/357/10/1/10000/100000000/10/iterations:5/manual_time",5,48.8003,0.323884,ms,,,,,,-1,-1,-1,-1,-1,31296,25.0368,-1,-1,48.8003,0,0.00780903,-1,0,31296,-1
"Xor_Nonpart_Scalar_7/MTCount/371/10/1/10000/100000000/10/iterations:5/manual_time",5,48.5458,0.347052,ms,,,,,,-1,-1,-1,-1,-1,32512,26.0096,-1,-1,48.5458,0,0.0078092,-1,0,32512,-1
"Xor_Nonpart_Scalar_8/MTCount/125/10/1/10000/100000000/10/iterations:5/manual_time",5,29.9768,0.337774,ms,,,,,,-1,-1,-1,-1,-1,12544,10.0352,-1,-1,29.9768,0,0.00390597,-1,0,12544,-1
"Xor_Nonpart_Scalar_8/MTCount/137/10/1/10000/100000000/10/iterations:5/manual_time",5,29.8777,0.374824,ms,,,,,,-1,-1,-1,-1,-1,13760,11.008,-1,-1,29.8777,0,0.00391891,-1,0,13760,-1
"Xor_Nonpart_Scalar_8/MTCount/150/10/1/10000/100000000/10/iterations:5/manual_time",5,30.3378,0.349034,ms,,,,,,-1,-1,-1,-1,-1,15040,12.032,-1,-1,30.3378,0,0.00390852,-1,0,15040,-1
"Xor_Nonpart_Scalar_8/MTCount/162/10/1/10000/100000000/10/iterations:5/manual_time",5,30.0202,0.376726,ms,,,,,,-1,-1,-1,-1,-1,16256,13.0048,-1,-1,30.0202,0,0.00390767,-1,0,16256,-1
"Xor_Nonpart_Scalar_8/MTCount/175/10/1/10000/100000000/10/iterations:5/manual_time",5,29.7559,0.323536,ms,,,,,,-1,-1,-1,-1,-1,17536,14.0288,-1,-1,29.7559,0,0.00389266,-1,0,17536,-1
"Xor_Nonpart_Scalar_8/MTCount/187/10/1/10000/100000000/10/iterations:5/manual_time",5,29.633,0.367244,ms,,,,,,-1,-1,-1,-1,-1,18752,15.0016,-1,-1,29.633,0,0.0038994,-1,0,18752,-1
"Xor_Nonpart_Scalar_8/MTCount/200/10/1/10000/100000000/10/iterations:5/manual_time",5,29.4037,0.33351,ms,,,,,,-1,-1,-1,-1,-1,20032,16.0256,-1,-1,29.4037,0,0.00391202,-1,0,20032,-1
"Xor_Nonpart_Scalar_8/MTCount/212/10/1/10000/100000000/10/iterations:5/manual_time",5,29.7599,0.37391,ms,,,,,,-1,-1,-1,-1,-1,21248,16.9984,-1,-1,29.7599,0,0.00389533,-1,0,21248,-1
"Xor_Nonpart_Scalar_8/MTCount/225/10/1/10000/100000000/10/iterations:5/manual_time",5,29.6631,0.342392,ms,,,,,,-1,-1,-1,-1,-1,22528,18.0224,-1,-1,29.6631,0,0.0038926,-1,0,22528,-1
"Xor_Nonpart_Scalar_8/MTCount/237/10/1/10000/100000000/10/iterations:5/manual_time",5,29.672,0.391766,ms,,,,,,-1,-1,-1,-1,-1,23744,18.9952,-1,-1,29.672,0,0.00390499,-1,0,23744,-1
"Xor_Nonpart_Scalar_8/MTCount/250/10/1/10000/100000000/10/iterations:5/manual_time",5,29.566,0.34575,ms,,,,,,-1,-1,-1,-1,-1,25024,20.0192,-1,-1,29.566,0,0.0039081,-1,0,25024,-1
"Xor_Nonpart_Scalar_8/MTCount/262/10/1/10000/100000000/10/iterations:5/manual_time",5,29.5917,0.394068,ms,,,,,,-1,-1,-1,-1,-1,26240,20.992,-1,-1,29.5917,0,0.00390219,-1,0,26240,-1
"Xor_Nonpart_Scalar_8/MTCount/275/10/1/10000/100000000/10/iterations:5/manual_time",5,30.1693,0.334426,ms,,,,,,-1,-1,-1,-1,-1,27520,22.016,-1,-1,30.1693,0,0.00390312,-1,0,27520,-1
"Xor_Nonpart_Scalar_8/MTCount/287/10/1/10000/100000000/10/iterations:5/manual_time",5,29.5395,0.372248,ms,,,,,,-1,-1,-1,-1,-1,28736,22.9888,-1,-1,29.5395,0,0.00390094,-1,0,28736,-1
"Xor_Nonpart_Scalar_8/MTCount/300/10/1/10000/100000000/10/iterations:5/manual_time",5,29.4914,0.350347,ms,,,,,,-1,-1,-1,-1,-1,30016,24.0128,-1,-1,29.4914,0,0.003901,-1,0,30016,-1
"Xor_Nonpart_Scalar_8/MTCount/312/10/1/10000/100000000/10/iterations:5/manual_time",5,29.5266,0.378306,ms,,,,,,-1,-1,-1,-1,-1,31232,24.9856,-1,-1,29.5266,0,0.00390959,-1,0,31232,-1
"Xor_Nonpart_Scalar_8/MTCount/325/10/1/10000/100000000/10/iterations:5/manual_time",5,29.4709,0.339256,ms,,,,,,-1,-1,-1,-1,-1,32512,26.0096,-1,-1,29.4709,0,0.00391078,-1,0,32512,-1
"Xor_Nonpart_Scalar_9/MTCount/122/10/1/10000/100000000/10/iterations:5/manual_time",5,45.1449,0.353324,ms,,,,,,-1,-1,-1,-1,-1,13760,11.008,-1,-1,45.1449,0,0.00195091,-1,6,13760,-1
"Xor_Nonpart_Scalar_9/MTCount/133/10/1/10000/100000000/10/iterations:5/manual_time",5,44.3089,0.329614,ms,,,,,,-1,-1,-1,-1,-1,14976,11.9808,-1,-1,44.3089,0,0.00196212,-1,0,14976,-1
"Xor_Nonpart_Scalar_9/MTCount/144/10/1/10000/100000000/10/iterations:5/manual_time",5,44.9,0.358644,ms,,,,,,-1,-1,-1,-1,-1,16256,13.0048,-1,-1,44.9,0,0.00194662,-1,0,16256,-1
"Xor_Nonpart_Scalar_9/MTCount/155/10/1/10000/100000000/10/iterations:5/manual_time",5,44.7155,0.335104,ms,,,,,,-1,-1,-1,-1,-1,17472,13.9776,-1,-1,44.7155,0,0.00195224,-1,0,17472,-1
"Xor_Nonpart_Scalar_9/MTCount/166/10/1/10000/100000000/10/iterations:5/manual_time",5,44.5301,0.327666,ms,,,,,,-1,-1,-1,-1,-1,18688,14.9504,-1,-1,44.5301,0,0.00195222,-1,0,18688,-1
"Xor_Nonpart_Scalar_9/MTCount/177/10/1/10000/100000000/10/iterations:5/manual_time",5,44.6286,0.299052,ms,,,,,,-1,-1,-1,-1,-1,19968,15.9744,-1,-1,44.6286,0,0.00195849,-1,0,19968,-1
"Xor_Nonpart_Scalar_9/MTCount/188/10/1/10000/100000000/10/iterations:5/manual_time",5,44.3468,0.326054,ms,,,,,,-1,-1,-1,-1,-1,21184,16.9472,-1,-1,44.3468,0,0.00195609,-1,0,21184,-1
"Xor_Nonpart_Scalar_9/MTCount/200/10/1/10000/100000000/10/iterations:5/manual_time",5,44.7772,0.310912,ms,,,,,,-1,-1,-1,-1,-1,22528,18.0224,-1,-1,44.7772,0,0.00195639,-1,0,22528,-1
"Xor_Nonpart_Scalar_9/MTCount/211/10/1/10000/100000000/10/iterations:5/manual_time",5,44.7103,0.343418,ms,,,,,,-1,-1,-1,-1,-1,23808,19.0464,-1,-1,44.7103,0,0.00195282,-1,0,23808,-1
"Xor_Nonpart_Scalar_9/MTCount/222/10/1/10000/100000000/10/iterations:5/manual_time",5,44.8227,0.332866,ms,,,,,,-1,-1,-1,-1,-1,25024,20.0192,-1,-1,44.8227,0,0.00195273,-1,0,25024,-1
"Xor_Nonpart_Scalar_9/MTCount/233/10/1/10000/100000000/10/iterations:5/manual_time",5,44.764,0.355092,ms,,,,,,-1,-1,-1,-1,-1,26240,20.992,-1,-1,44.764,0,0.00195218,-1,0,26240,-1
"Xor_Nonpart_Scalar_9/MTCount/244/10/1/10000/100000000/10/iterations:5/manual_time",5,44.9344,0.334144,ms,,,,,,-1,-1,-1,-1,-1,27520,22.016,-1,-1,44.9344,0,0.00195723,-1,0,27520,-1
"Xor_Nonpart_Scalar_9/MTCount/255/10/1/10000/100000000/10/iterations:5/manual_time",5,44.7675,0.371062,ms,,,,,,-1,-1,-1,-1,-1,28736,22.9888,-1,-1,44.7675,0,0.00195639,-1,0,28736,-1
"Xor_Nonpart_Scalar_9/MTCount/266/10/1/10000/100000000/10/iterations:5/manual_time",5,45.0413,0.336614,ms,,,,,,-1,-1,-1,-1,-1,29952,23.9616,-1,-1,45.0413,0,0.00195316,-1,0,29952,-1
"Xor_Nonpart_Scalar_9/MTCount/277/10/1/10000/100000000/10/iterations:5/manual_time",5,45.1125,0.369884,ms,,,,,,-1,-1,-1,-1,-1,31232,24.9856,-1,-1,45.1125,0,0.0019504,-1,0,31232,-1
"Xor_Nonpart_Scalar_9/MTCount/288/10/1/10000/100000000/10/iterations:5/manual_time",5,44.9737,0.3409,ms,,,,,,-1,-1,-1,-1,-1,32448,25.9584,-1,-1,44.9737,0,0.00195322,-1,0,32448,-1
"Xor_Nonpart_Scalar_10/MTCount/120/10/1/10000/100000000/10/iterations:5/manual_time",5,4.8e-05,0.00589,ms,,,,,,nan,nan,nan,nan,nan,15040,12.032,nan,nan,nan,5,-1,nan,16,15040,nan
"Xor_Nonpart_Scalar_10/MTCount/130/10/1/10000/100000000/10/iterations:5/manual_time",5,45.8957,0.359112,ms,,,,,,-1,-1,-1,-1,-1,16320,13.056,-1,-1,45.8957,0,0.000975489,-1,0,16320,-1
"Xor_Nonpart_Scalar_10/MTCount/140/10/1/10000/100000000/10/iterations:5/manual_time",5,45.6994,0.33504,ms,,,,,,-1,-1,-1,-1,-1,17536,14.0288,-1,-1,45.6994,0,0.000975756,-1,0,17536,-1
"Xor_Nonpart_Scalar_10/MTCount/150/10/1/10000/100000000/10/iterations:5/manual_time",5,46.1871,0.351308,ms,,,,,,-1,-1,-1,-1,-1,18816,15.0528,-1,-1,46.1871,0,0.000976944,-1,0,18816,-1
"Xor_Nonpart_Scalar_10/MTCount/160/10/1/10000/100000000/10/iterations:5/manual_time",5,45.6863,0.33089,ms,,,,,,-1,-1,-1,-1,-1,20032,16.0256,-1,-1,45.6863,0,0.000977489,-1,0,20032,-1
"Xor_Nonpart_Scalar_10/MTCount/170/10/1/10000/100000000/10/iterations:5/manual_time",5,45.7218,0.35756,ms,,,,,,-1,-1,-1,-1,-1,21312,17.0496,-1,-1,45.7218,0,0.000976878,-1,0,21312,-1
"Xor_Nonpart_Scalar_10/MTCount/180/10/1/10000/100000000/10/iterations:5/manual_time",5,45.9557,0.329396,ms,,,,,,-1,-1,-1,-1,-1,22528,18.0224,-1,-1,45.9557,0,0.0009758,-1,0,22528,-1
"Xor_Nonpart_Scalar_10/MTCount/190/10/1/10000/100000000/10/iterations:5/manual_time",5,45.8523,0.35778,ms,,,,,,-1,-1,-1,-1,-1,23808,19.0464,-1,-1,45.8523,0,0.000980511,-1,0,23808,-1
"Xor_Nonpart_Scalar_10/MTCount/200/10/1/10000/100000000/10/iterations:5/manual_time",5,45.999,0.332688,ms,,,,,,-1,-1,-1,-1,-1,25024,20.0192,-1,-1,45.999,0,0.000976078,-1,0,25024,-1
"Xor_Nonpart_Scalar_10/MTCount/210/10/1/10000/100000000/10/iterations:5/manual_time",5,45.9255,0.357346,ms,,,,,,-1,-1,-1,-1,-1,26304,21.0432,-1,-1,45.9255,0,0.000977556,-1,0,26304,-1
"Xor_Nonpart_Scalar_10/MTCount/220/10/1/10000/100000000/10/iterations:5/manual_time",5,46.1763,0.319216,ms,,,,,,-1,-1,-1,-1,-1,27520,22.016,-1,-1,46.1763,0,0.000979756,-1,0,27520,-1
"Xor_Nonpart_Scalar_10/MTCount/230/10/1/10000/100000000/10/iterations:5/manual_time",5,46.3488,0.352994,ms,,,,,,-1,-1,-1,-1,-1,28800,23.04,-1,-1,46.3488,0,0.000975689,-1,0,28800,-1
"Xor_Nonpart_Scalar_10/MTCount/240/10/1/10000/100000000/10/iterations:5/manual_time",5,46.232,0.33365,ms,,,,,,-1,-1,-1,-1,-1,30016,24.0128,-1,-1,46.232,0,0.0009712,-1,0,30016,-1
"Xor_Nonpart_Scalar_10/MTCount/250/10/1/10000/100000000/10/iterations:5/manual_time",5,46.7044,0.353878,ms,,,,,,-1,-1,-1,-1,-1,31296,25.0368,-1,-1,46.7044,0,0.000975511,-1,0,31296,-1
"Xor_Nonpart_Scalar_10/MTCount/260/10/1/10000/100000000/10/iterations:5/manual_time",5,46.5326,0.342712,ms,,,,,,-1,-1,-1,-1,-1,32512,26.0096,-1,-1,46.5326,0,0.000975733,-1,0,32512,-1
"Xor_Nonpart_Scalar_11/MTCount/127/10/1/10000/100000000/10/iterations:5/manual_time",5,49.1543,0.325752,ms,,,,,,-1,-1,-1,-1,-1,17536,14.0288,-1,-1,49.1543,0,0.0004891,-1,0,17536,-1
"Xor_Nonpart_Scalar_11/MTCount/136/10/1/10000/100000000/10/iterations:5/manual_time",5,48.8556,0.288926,ms,,,,,,-1,-1,-1,-1,-1,18752,15.0016,-1,-1,48.8556,0,0.000489533,-1,0,18752,-1
"Xor_Nonpart_Scalar_11/MTCount/145/10/1/10000/100000000/10/iterations:5/manual_time",5,49.0708,0.330996,ms,,,,,,-1,-1,-1,-1,-1,19968,15.9744,-1,-1,49.0708,0,0.000489089,-1,0,19968,-1
"Xor_Nonpart_Scalar_11/MTCount/154/10/1/10000/100000000/10/iterations:5/manual_time",5,49.1436,0.28891,ms,,,,,,-1,-1,-1,-1,-1,21248,16.9984,-1,-1,49.1436,0,0.000490611,-1,0,21248,-1
"Xor_Nonpart_Scalar_11/MTCount/163/10/1/10000/100000000/10/iterations:5/manual_time",5,48.8699,0.327188,ms,,,,,,-1,-1,-1,-1,-1,22464,17.9712,-1,-1,48.8699,0,0.000487533,-1,0,22464,-1
"Xor_Nonpart_Scalar_11/MTCount/172/10/1/10000/100000000/10/iterations:5/manual_time",5,48.9378,0.293926,ms,,,,,,-1,-1,-1,-1,-1,23680,18.944,-1,-1,48.9378,0,0.000487767,-1,0,23680,-1
"Xor_Nonpart_Scalar_11/MTCount/181/10/1/10000/100000000/10/iterations:5/manual_time",5,48.9051,0.323616,ms,,,,,,-1,-1,-1,-1,-1,24960,19.968,-1,-1,48.9051,0,0.000489033,-1,0,24960,-1
"Xor_Nonpart_Scalar_11/MTCount/190/10/1/10000/100000000/10/iterations:5/manual_time",5,49.0198,0.293996,ms,,,,,,-1,-1,-1,-1,-1,26176,20.9408,-1,-1,49.0198,0,0.000491478,-1,0,26176,-1
"Xor_Nonpart_Scalar_11/MTCount/200/10/1/10000/100000000/10/iterations:5/manual_time",5,48.8949,0.32219,ms,,,,,,-1,-1,-1,-1,-1,27520,22.016,-1,-1,48.8949,0,0.000487367,-1,0,27520,-1
"Xor_Nonpart_Scalar_11/MTCount/209/10/1/10000/100000000/10/iterations:5/manual_time",5,49.0476,0.284932,ms,,,,,,-1,-1,-1,-1,-1,28800,23.04,-1,-1,49.0476,0,0.000489078,-1,0,28800,-1
"Xor_Nonpart_Scalar_11/MTCount/218/10/1/10000/100000000/10/iterations:5/manual_time",5,48.8947,0.329658,ms,,,,,,-1,-1,-1,-1,-1,30016,24.0128,-1,-1,48.8947,0,0.000489267,-1,0,30016,-1
"Xor_Nonpart_Scalar_11/MTCount/227/10/1/10000/100000000/10/iterations:5/manual_time",5,48.6025,0.294242,ms,,,,,,-1,-1,-1,-1,-1,31232,24.9856,-1,-1,48.6025,0,0.000493822,-1,0,31232,-1
"Xor_Nonpart_Scalar_11/MTCount/236/10/1/10000/100000000/10/iterations:5/manual_time",5,48.8725,0.33841,ms,,,,,,-1,-1,-1,-1,-1,32512,26.0096,-1,-1,48.8725,0,0.000493222,-1,0,32512,-1
"Xor_Nonpart_Scalar_12/MTCount/125/10/1/10000/100000000/10/iterations:5/manual_time",5,47.7911,0.293616,ms,,,,,,-1,-1,-1,-1,-1,18816,15.0528,-1,-1,47.7911,0,0.000243644,-1,0,18816,-1
"Xor_Nonpart_Scalar_12/MTCount/133/10/1/10000/100000000/10/iterations:5/manual_time",5,47.817,0.328358,ms,,,,,,-1,-1,-1,-1,-1,19968,15.9744,-1,-1,47.817,0,0.000246567,-1,0,19968,-1
"Xor_Nonpart_Scalar_12/MTCount/141/10/1/10000/100000000/10/iterations:5/manual_time",5,47.978,0.294106,ms,,,,,,-1,-1,-1,-1,-1,21184,16.9472,-1,-1,47.978,0,0.000242733,-1,0,21184,-1
"Xor_Nonpart_Scalar_12/MTCount/150/10/1/10000/100000000/10/iterations:5/manual_time",5,47.8923,0.328394,ms,,,,,,-1,-1,-1,-1,-1,22528,18.0224,-1,-1,47.8923,0,0.000241422,-1,0,22528,-1
"Xor_Nonpart_Scalar_12/MTCount/158/10/1/10000/100000000/10/iterations:5/manual_time",5,47.9952,0.302204,ms,,,,,,-1,-1,-1,-1,-1,23744,18.9952,-1,-1,47.9952,0,0.000243478,-1,0,23744,-1
"Xor_Nonpart_Scalar_12/MTCount/166/10/1/10000/100000000/10/iterations:5/manual_time",5,47.778,0.328854,ms,,,,,,-1,-1,-1,-1,-1,24960,19.968,-1,-1,47.778,0,0.000241978,-1,0,24960,-1
"Xor_Nonpart_Scalar_12/MTCount/175/10/1/10000/100000000/10/iterations:5/manual_time",5,48.1643,0.294838,ms,,,,,,-1,-1,-1,-1,-1,26304,21.0432,-1,-1,48.1643,0,0.000245322,-1,0,26304,-1
"Xor_Nonpart_Scalar_12/MTCount/183/10/1/10000/100000000/10/iterations:5/manual_time",5,48.0004,0.326552,ms,,,,,,-1,-1,-1,-1,-1,27520,22.016,-1,-1,48.0004,0,0.000243578,-1,0,27520,-1
"Xor_Nonpart_Scalar_12/MTCount/191/10/1/10000/100000000/10/iterations:5/manual_time",5,47.8551,0.289306,ms,,,,,,-1,-1,-1,-1,-1,28672,22.9376,-1,-1,47.8551,0,0.000243244,-1,0,28672,-1
"Xor_Nonpart_Scalar_12/MTCount/200/10/1/10000/100000000/10/iterations:5/manual_time",5,48.1046,0.337568,ms,,,,,,-1,-1,-1,-1,-1,30016,24.0128,-1,-1,48.1046,0,0.000244133,-1,0,30016,-1
